species,country_of_origin,region,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters,grading_date,total_cup_points,owner,variety,altitude
Arabica,Colombia,huila,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,0,Green,NA,NA,NA,"January 10th, 2017",83.08,racafe & cia s.c.a,Caturra,NA
Arabica,Brazil,south of minas,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,0.11,Bluish-Green,905,905,905,"April 25th, 2016",83.08,ipanema coffees,Yellow Bourbon,905
Arabica,Brazil,south of minas,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,0,Green,1,1,1,"October 8th, 2015",83.08,ipanema coffees,Yellow Bourbon,1
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,0,Green,700,800,750,"May 19th, 2015",83.08,"lin, che-hao krude 林哲豪",Typica,700-800m
Arabica,Brazil,chapadão de ferro (cerrado mineiro),Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.11,Green,NA,NA,NA,"April 20th, 2015",83.08,bourbon specialty coffees,Mundo Novo,NA
Arabica,Brazil,south of minas,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,0,Green,1200,1200,1200,"October 16th, 2014",83.08,ipanema coffees,Bourbon,1200
Arabica,Costa Rica,central valley,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,0.1,Green,1200,1400,1300,"July 15th, 2014",83.08,eric thormaehlen,Catuai,1200-1400
Arabica,United States (Hawaii),kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,0.12,Bluish-Green,NA,NA,NA,"February 19th, 2014",83.08,eileen koyanagi,Hawaiian Kona,NA
Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,0.11,NA,1300,1300,1300,"December 26th, 2013",83.08,cqi taiwan icp cqi台灣合作夥伴,Typica,1300 m
Arabica,United States (Hawaii),kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,0.1,Bluish-Green,NA,NA,NA,"March 8th, 2013",83.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,santa catarina juquila,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,NA,1400,1400,1400,"June 6th, 2012",83.08,maria luisa del carmen rojas narvaez,Other,1400
Arabica,United States (Hawaii),kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,0,NA,NA,NA,NA,"April 6th, 2012",83.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,United States (Hawaii),kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,0.12,Green,NA,NA,NA,"February 23rd, 2012",83.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Colombia,huila,NA,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,0.01,NA,1600,1950,1775,"July 29th, 2011",83.08,racafe & cia s.c.a,Caturra,de 1.600 a 1.950 msn
Arabica,Colombia,cauca,NA,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,0.08,NA,1880,1880,1880,"February 22nd, 2011",83.08,exportadora de cafe condor s.a,NA,1880 msnm
Arabica,Indonesia,dolok sanggul,NA,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,0,NA,1300,1400,1350,"November 29th, 2010",83.08,specialty coffee association of indonesia,NA,1300-1400m
Arabica,Guatemala,NA,NA,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,0.02,NA,NA,NA,NA,"November 11th, 2010",83.08,chris finch,NA,NA
Arabica,Brazil,south of minas,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,0,Green,890,890,890,"October 20th, 2017",83,ipanema coffees,Bourbon,890
Arabica,Brazil,south of minas,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,0.11,Green,894,894,894,"August 16th, 2016",83,ipanema coffees,Bourbon,894
Arabica,Brazil,south of minas,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,0.11,Bluish-Green,872,872,872,"August 16th, 2016",83,ipanema coffees,Bourbon,872
Arabica,Uganda,"kasese, mt. rwenzori",Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,0.12,Green,1473,1473,1473,"July 18th, 2016",83,ucfa,Bourbon,1473
Arabica,Uganda,"kasese, mt. rwenzori",Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,0.12,Green,1645,1645,1645,"July 18th, 2016",83,ucfa,Bourbon,1645
Arabica,Colombia,huila,NA,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,0.11,Green,442,442,442,"February 11th, 2016",83,carcafe ltda ci,NA,442
Arabica,Vietnam,vietnam cau dat,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,0,Green,1550,1550,1550,"December 28th, 2015",83,"sunvirtue co., ltd.",Caturra,1550
Arabica,Guatemala,nuevo oriente,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,0.11,Green,1300,1800,1550,"July 8th, 2015",83,juan luis alvarado romero,Catuai,1300 a 1800 metros sobre el nivel del mar
Arabica,Guatemala,"el tumbador, san marcos",Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,0.11,Green,1371.6,1371.6,1371.6,"June 5th, 2015",83,juan luis alvarado romero,Catuai,4500 pies
Arabica,Guatemala,antigua,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,0.11,Green,1500,1500,1500,"April 23rd, 2015",83,juan luis alvarado romero,Bourbon,1500msnm
Arabica,Brazil,high mogiana,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,0,Green,900,1100,1000,"February 13th, 2015",83,irene alves santos,Catuai,900-1100
Arabica,Taiwan,嘉義阿里山,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,0.08,Green,1200,1200,1200,"November 23rd, 2014",83,cqi taiwan icp cqi台灣合作夥伴,Typica,1200
Arabica,Uganda,kapchorwa,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0.12,Green,1800,1800,1800,"June 26th, 2014",83,star cafe ltd,SL14,1800
Arabica,United States (Puerto Rico),yauco region,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,0,Bluish-Green,853.44,853.44,853.44,"June 9th, 2014",83,german negron,Other,2800 ft
Arabica,Guatemala,antigua,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,0.1,Green,1500,1500,1500,"March 7th, 2014",83,juan luis alvarado romero,Bourbon,1500 msnm
Arabica,Costa Rica,central valley,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,0.11,Green,1100,1300,1200,"February 14th, 2014",83,eric thormaehlen,Catuai,1100-1300
Arabica,Brazil,sul de minas,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,0.12,Bluish-Green,1250,1250,1250,"January 2nd, 2014",83,jacques pereira carneiro,Yellow Bourbon,1250
Arabica,Colombia,huila,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,0.11,Green,1600,1950,1775,"November 7th, 2013",83,racafe & cia s.c.a,Caturra,1600 - 1950 msnm
Arabica,Colombia,huila,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,0,Green,1750,1750,1750,"August 2nd, 2013",83,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Colombia,pitalito,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,0.11,Green,1000,1000,1000,"March 15th, 2013",83,carcafe ltda ci,Caturra,1000 msnm
Arabica,Colombia,pitalito,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,0,Green,1000,1000,1000,"April 26th, 2013",83,carcafe ltda ci,Caturra,1000 msnm
Arabica,Colombia,huila,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,0.11,Green,1600,1950,1775,"October 23rd, 2012",83,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Mexico,coatepec,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,0.11,Green,750,750,750,"July 26th, 2012",83,rosa aurora falcon fernandez,Typica,750
Arabica,Mexico,atoyac de alvarez,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,0.11,Green,1200,1200,1200,"July 26th, 2012",83,santiago solis ayerdi,Typica,1200
Arabica,Mexico,coatepec,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,0.11,Green,1200,1200,1200,"July 11th, 2012",83,alfredo bojalil,Bourbon,1200
Arabica,Colombia,NA,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,0,NA,NA,NA,NA,"May 22nd, 2012",83,exportadora de cafe condor s.a,Arusha,NA
Arabica,Colombia,huila,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,0,Green,1500,1750,1625,"May 11th, 2012",83,exportadora de cafe condor s.a,Caturra,1500-1750 msnm
Arabica,Colombia,huila,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,0.11,Green,1750,1750,1750,"June 8th, 2012",83,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Guatemala,"la reforma, san marcos",Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,0.1,Green,1371.6,1371.6,1371.6,"April 27th, 2012",83,juan luis alvarado romero,Bourbon,4500
Arabica,Colombia,la plata,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,0.12,Bluish-Green,1600,1950,1775,"December 2nd, 2011",83,racafe & cia s.c.a,Caturra,1600 - 1950 msnm
Arabica,Thailand,NA,NA,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.28,NA,NA,NA,NA,"August 16th, 2011",83,doi tung development project,NA,NA
Arabica,Colombia,cauca,NA,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,0.08,NA,1050,1850,1450,"May 12th, 2011",83,racafe & cia s.c.a,NA,1050 - 1850 msnm
Arabica,United States (Hawaii),NA,NA,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,0,NA,NA,NA,NA,"April 21st, 2011",83,kona pacific farmers cooperative,NA,NA
Arabica,United States (Hawaii),NA,NA,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,0,NA,NA,NA,NA,"March 9th, 2011",83,kona pacific farmers cooperative,NA,NA
Arabica,Colombia,huila,NA,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,0.06,NA,1800,1800,1800,"February 1st, 2011",83,exportadora de cafe condor s.a,NA,1800 msnm
Arabica,Nicaragua,matagalpa,NA,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,0.07,NA,NA,NA,NA,"May 31st, 2010",83,grounds for health admin,Caturra,NA
Arabica,Thailand,NA,NA,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,0,NA,NA,NA,NA,"April 13th, 2010",83,doi tung development project,NA,NA
Arabica,Brazil,south of minas,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,0,Green,890,890,890,"October 20th, 2017",82.92,ipanema coffees,Bourbon,890
Arabica,El Salvador,apaneca,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,0,Green,1350,1350,1350,"August 28th, 2017",82.92,consejo salvadoreño del café,Bourbon,1350
Arabica,Colombia,guayata,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,0.11,Green,1500,1500,1500,"July 7th, 2017",82.92,racafe & cia s.c.a,Caturra,1500
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,0.09,Green,350,350,350,"June 28th, 2016",82.92,"lin, che-hao krude 林哲豪",Caturra,350
Arabica,Ethiopia,"blida,kercha,guji,oromia",Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,0,Bluish-Green,2000,2000,2000,"February 26th, 2016",82.92,cqi taiwan icp cqi台灣合作夥伴,Ethiopian Heirlooms,2000
Arabica,Taiwan,台東太麻里,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,0,Green,775,775,775,"September 7th, 2015",82.92,cqi taiwan icp cqi台灣合作夥伴,Typica,775
Arabica,Philippines,"bukidnon, mindanao, philppines",Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,0.11,Blue-Green,1200,1200,1200,"July 31st, 2015",82.92,renee a. perrine,Other,1200 masl
Arabica,Philippines,asia pacific,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,0,Bluish-Green,1600,1600,1600,"July 21st, 2015",82.92,zarah zamora perez,Other,1600 + meters above sea level
Arabica,Mexico,cuarenteño,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,0.13,Blue-Green,1059,1059,1059,"July 14th, 2015",82.92,productos y servicios chilindron s.a. de c.v.,Typica,1059
Arabica,Mexico,chiapas,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0.12,Bluish-Green,1300,1300,1300,"June 11th, 2015",82.92,andrew bowman,Bourbon,1300 meters
Arabica,Brazil,cerrado,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,0.11,Green,11000,11000,11000,"August 15th, 2014",82.92,expocaccer coop dos cafeic do cerrado ltda,Moka Peaberry,11000 metros
Arabica,Uganda,eastern,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,0.12,Green,1400,1900,1650,"June 27th, 2014",82.92,kawacom uganda ltd,SL14,1400-1900
Arabica,Uganda,west nile,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,0.12,Green,1400,1400,1400,"June 27th, 2014",82.92,nyapea coffee farmers association,SL14,1400
Arabica,Guatemala,antigua,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,0.1,Green,1500,1500,1500,"April 3rd, 2014",82.92,juan luis alvarado romero,Bourbon,1500 msnm
Arabica,Guatemala,antigua,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,0.1,Green,1500,1500,1500,"March 7th, 2014",82.92,juan luis alvarado romero,Caturra,1500 msnm
Arabica,Guatemala,NA,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,0.1,Green,NA,NA,NA,"December 27th, 2013",82.92,rob tuttle,NA,NA
Arabica,Colombia,huila,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,0.11,Green,1800,2000,1900,"September 13th, 2013",82.92,racafe & cia s.c.a,Caturra,1800 - 2000
Arabica,Colombia,huila,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,0,Bluish-Green,1750,1750,1750,"March 20th, 2013",82.92,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Guatemala,huehuetenango,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,0.11,Green,1658.112,1755.648,1706.88,"March 11th, 2013",82.92,juan luis alvarado romero,Bourbon,5440-5760 metros
Arabica,Colombia,antioquia,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,0.11,Green,1450,1450,1450,"January 22nd, 2013",82.92,olam agro colombia,Other,1450
Arabica,Mexico,petatlan,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,0.1,Green,1248,1248,1248,"July 26th, 2012",82.92,maria guadalupe gomez anzo,Typica,1248
Arabica,Vietnam,don duong,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,0,None,1040,1040,1040,"July 20th, 2012",82.92,royal base corporation,Other,1040m
Arabica,Mexico,la cumbre,Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,0.14,Green,1400,1400,1400,"March 5th, 2012",82.92,veronica lopez castillejos,Typica,1400 m
Arabica,United States (Hawaii),kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,0.1,Green,NA,NA,NA,"February 23rd, 2012",82.92,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Colombia,cauca,NA,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,0.15,NA,1050,1850,1450,"July 19th, 2011",82.92,racafe & cia s.c.a,NA,1050 - 1850 msnm
Arabica,Thailand,NA,NA,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,0,NA,NA,NA,NA,"April 13th, 2010",82.92,doi tung development project,NA,NA
Arabica,Kenya,nyeri,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,0.1,Green,1754,1754,1754,"October 13th, 2017",82.83,jungle estate,SL28,1754
Arabica,Guatemala,san marcos,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,0.11,Green,1700,1700,1700,"June 22nd, 2017",82.83,juan luis alvarado romero,Bourbon,1700
Arabica,Brazil,south of minas,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,0.11,Bluish-Green,905,905,905,"February 6th, 2017",82.83,ipanema coffees,Yellow Bourbon,905
Arabica,El Salvador,"el balsamo, quezaltepec",Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,0,Green,1250,1250,1250,"April 8th, 2016",82.83,consejo salvadoreño del café,Pacas,1250
Arabica,Rwanda,gicumbi,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,0.11,Bluish-Green,1900,1900,1900,"March 25th, 2016",82.83,samuel muhirwa,Bourbon,1900
Arabica,Vietnam,vietnam tutra,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,0.11,Green,1040,1040,1040,"January 19th, 2016",82.83,"sunvirtue co., ltd.",Other,1040
Arabica,Guatemala,oriente,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,0.11,Green,1219.2,1219.2,1219.2,"July 20th, 2015",82.83,juan luis alvarado romero,Bourbon,4000psn
Arabica,Brazil,cerrado,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,0.12,Green,900,900,900,"May 26th, 2015",82.83,cafebras,Catuai,900
Arabica,Colombia,huila,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,0,NA,1200,2000,1600,"March 21st, 2015",82.83,essencecoffee,Other,1200-2000m
Arabica,United States,berastagi,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,0,NA,1200,1200,1200,"February 20th, 2015",82.83,joshua marsceau,Other,1200 m
Arabica,Guatemala,antigua,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,0.1,Green,1500,1500,1500,"March 24th, 2014",82.83,juan luis alvarado romero,Bourbon,1500 msnm
Arabica,Colombia,santander,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,0,Green,1800,1800,1800,"January 20th, 2014",82.83,"coffeebythebag.com , inc",Typica,1800 mts
Arabica,Colombia,huila,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,0.11,Green,1600,1950,1775,"May 10th, 2013",82.83,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,"Tanzania, United Republic Of",arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,0.11,Green,1400,1400,1400,"April 19th, 2013",82.83,edwin agasso,Arusha,1400 meter above sea level
Arabica,Mexico,la concordia,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,0.12,Green,1550,1550,1550,"August 30th, 2012",82.83,armando luis pohlenz martinez,Caturra,1550
Arabica,Mexico,veracruz,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,0.12,Blue-Green,1250,1250,1250,"July 11th, 2012",82.83,alfredo bojalil,Bourbon,1250
Arabica,Guatemala,oriente,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,0.11,Green,1310.64,1310.64,1310.64,"July 9th, 2012",82.83,juan luis alvarado romero,Bourbon,4300
Arabica,Mexico,la concordia,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,0.11,NA,1380,1380,1380,"June 6th, 2012",82.83,alfredo bojalil,Typica,1380
Arabica,El Salvador,santa ana,NA,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,0,NA,1200,1200,1200,"August 23rd, 2011",82.83,the coffee source inc.,NA,1200 mts
Arabica,Guatemala,santa rosa,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,0.1,Green,1100,1100,1100,"January 9th, 2018",82.75,juan luis alvarado romero,Caturra,1100
Arabica,Guatemala,santa rosa,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,0.11,Green,1800,1800,1800,"October 17th, 2017",82.75,juan luis alvarado romero,Caturra,1800
Arabica,Guatemala,san marcos,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,0.11,Green,1700,1700,1700,"September 19th, 2017",82.75,juan luis alvarado romero,Bourbon,1700
Arabica,Guatemala,santa rosa,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,0.1,Green,1219.2,1219.2,1219.2,"September 8th, 2017",82.75,juan luis alvarado romero,Bourbon,4000
Arabica,Guatemala,oriente,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,0.1,Green,1219.2,1219.2,1219.2,"August 22nd, 2017",82.75,juan luis alvarado romero,Bourbon,4000
Arabica,Indonesia,sapan toraja,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,0.12,Blue-Green,1500,1500,1500,"August 8th, 2017",82.75,sanjava coffee,Sulawesi,1500
Arabica,Guatemala,el progreso,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,0.12,Green,157.8864,157.8864,157.8864,"June 1st, 2017",82.75,juan luis alvarado romero,Bourbon,518
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,0,Green,650,650,650,"June 1st, 2017",82.75,"lin, che-hao krude 林哲豪",Yellow Bourbon,650
Arabica,El Salvador,cacahuatique,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,0,NA,1250,1250,1250,"May 8th, 2017",82.75,consejo salvadoreño del café,Bourbon,1250
Arabica,Costa Rica,tarrazu,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,0.09,Bluish-Green,1850,1850,1850,"April 28th, 2017",82.75,"ceca, s.a.",Caturra,1850
Arabica,Honduras,comayagua,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,0.09,Green,1400,1400,1400,"April 6th, 2017",82.75,bismarck castro,Caturra,1400
Arabica,Brazil,south of minas,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,0.11,Bluish-Green,905,905,905,"April 25th, 2016",82.75,ipanema coffees,Yellow Bourbon,905
Arabica,China,yunnan,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,0.1,Green,1100,1100,1100,"April 6th, 2016",82.75,yunnan coffee exchange,Catimor,1100
Arabica,China,menglian,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,0.11,Green,1500,1500,1500,"April 5th, 2016",82.75,yunnan coffee exchange,Catimor,1500
Arabica,Colombia,huila,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,0,Blue-Green,1600,1950,1775,"November 7th, 2014",82.75,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Malawi,mzuzu,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,0.12,Bluish-Green,1442,1442,1442,"November 4th, 2014",82.75,afca,Gesha,1442 m
Arabica,Guatemala,jalapa,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,0.13,Green,1524,1524,1524,"June 16th, 2014",82.75,juan luis alvarado romero,Pacas,5000 ft.
Arabica,Colombia,huila,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,0.12,Green,165,165,165,"May 27th, 2014",82.75,coffee export,Typica,1.65
Arabica,United States (Hawaii),kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,0.1,Blue-Green,NA,NA,NA,"February 5th, 2014",82.75,eileen koyanagi,Hawaiian Kona,NA
Arabica,United States (Hawaii),kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,0.1,Green,NA,NA,NA,"February 4th, 2014",82.75,eileen koyanagi,Hawaiian Kona,NA
Arabica,Colombia,antioquia,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,0.1,Green,1300,1300,1300,"January 21st, 2014",82.75,the coffee source inc.,Caturra,1300
Arabica,Mexico,chiapas,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0.12,Green,1550,1550,1550,"March 29th, 2013",82.75,nestor mendez gomez,Typica,1550
Arabica,Mexico,veracruz,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,0.12,NA,1200,1200,1200,"July 11th, 2012",82.75,sergio de la vequia bernardi,Typica,1200
Arabica,Mexico,atoyac de alvarez,Natural / Dry,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,0.12,NA,1200,1200,1200,"June 6th, 2012",82.75,romulo bello flores,Typica,1200
Arabica,Colombia,south huila,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,0,Blue-Green,1400,1850,1625,"April 11th, 2012",82.75,NA,Caturra,1400 thru 1850
Arabica,Colombia,huila,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,0.11,Green,1600,1950,1775,"March 5th, 2012",82.75,racafe & cia s.c.a,Caturra,de 1.600 a 1.950 msnm
Arabica,United States (Hawaii),kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,0.12,Green,NA,NA,NA,"February 23rd, 2012",82.75,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Panama,boquete,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,0,Green,1100,1100,1100,"February 23rd, 2012",82.75,rachel peterson,Catuai,1100
